8009,20,50
6685,8179,442
9968,1040,354
2361,3931,429
5480,6960,48
3111,3615,447
3256,3822,150
5975,6484,248
4527,5127,478
5717,6285,89
5103,5589,395
9356,9743,470
7607,8090,393
6640,7131,459
8442,8954,241
9381,9863,131
1040,1513,192
82,530,331
39,533,373
8752,9238,80
6576,7002,297
4552,5009,290
3294,3801,124
2068,2564,339
3748,4395,197
236,690,457
135,661,466
5991,6400,194
7256,7635,396
8939,9291,128
929,1290,28
9572,9948,230
8346,8666,405
8326,8653,412
9389,9706,466
9150,9569,332
8559,9028,288
2123,2499,257
225,760,39
2338,2751,41
6356,6875,124
8639,9009,258
6411,8631,413
555,957,236
2462,2834,48
1707,2173,430
2141,2685,440
1007,1644,406
5514,5993,260
8601,9111,369
1398,2031,307
5853,6335,113
315,899,214
5315,5770,22
7594,8072,332
3299,3636,369
1820,2140,386
7436,7780,43
2490,2864,158
8604,7958,280
7827,8112,241
7919,8089,218
4425,4604,233
3224,3406,63
3350,3502,129
1063,1199,318
7596,7726,340
4141,4322,434
1004,1136,237
7531,7659,265
4019,4153,258
462,592,210
2021,2345,73
5366,5576,232
2405,2538,185
6887,7121,317
5155,5299,420
1425,1584,221
7832,7952,82
3914,4054,180
3002,3153,292
9115,9228,355
9560,9808,8
289,423,52
6424,6559,198
3067,3192,329
4978,5197,348
1371,1531,165
7442,7582,200
2873,3043,173
8203,8391,5
5229,5388,8
2190,2513,206
7287,7621,340
2049,2326,32
5245,5507,221
7590,7876,126
624,835,48
2859,3117,319
4879,5126,341
8110,8375,121
2982,3260,475
9487,9783,490
5700,5913,132
1883,2194,391
7630,7850,73
1710,2002,202
7507,7877,103
4229,4591,210
6706,7043,273
6782,7141,344
4722,5003,212
6949,7221,408
3251,3589,300
8068,8327,10
8975,9281,14
8982,9232,441
4292,4549,282
771,1027,228
3991,4254,454
9372,9601,289
7697,7927,128
2951,3181,371
8156,8462,162
3653,3921,120
9095,9323,61
4367,4617,330
9838,64,355
118,478,167
4589,5045,233
9921,147,334
2698,2912,73
2382,2861,93
9657,153,367
7451,7902,112
7422,7961,209
2498,2839,10
2421,2600,237
7120,7336,499
8901,9049,189
7152,7295,422
4155,4263,392
4794,4946,61
3058,3165,285
9794,9883,29
6700,6825,464
3129,3279,406
9764,9871,2
7946,8095,237
6415,6539,179
4144,4268,380
1664,1820,439
6446,6566,177
9697,9859,481
5986,6112,219
2504,2631,247
7984,8162,298
4098,4293,419
2717,2891,20
9966,124,257
6454,6562,175
3591,3711,315
5636,5757,385
2562,2682,312
8081,8210,318
3785,3911,3
9348,9489,119
5272,5414,54
1656,1824,438
7551,7701,318
9864,24,148
773,957,92
6477,6631,289
200,388,40
7896,8045,163
4135,4309,414
3166,3304,403
9694,9825,429
6062,6194,297
2001,2117,233
5289,5434,46
2402,2584,212
8919,9083,194
4887,5028,132
1801,1941,58
7332,7471,105
2830,2957,50
1375,1510,122
6723,6893,481
1966,2112,199
7138,7268,352
2748,2857,442
8822,8976,113
5160,5311,441
1511,1652,264
6615,6743,343
6458,6614,235
4498,4637,252
1013,1126,228
6536,6676,297
2870,2996,85
8173,8293,413
8871,9051,206
483,568,205
2197,2330,467
936,1067,228
716,826,472
1003,1124,264
3150,3291,424
2854,2962,80
233,354,491
6166,6289,402
5073,5202,333
4803,4927,67
8934,9086,202
8705,8844,475
6503,6609,242
3872,4001,121
1287,1464,86
2118,2242,394
2721,2849,477
2897,3052,171
2182,2336,465
1984,2089,218
1814,1928,61
3061,3221,339
9688,9847,461
6784,6909,27
5467,5620,236
4719,4831,445
3120,3246,358
9635,9747,364
6676,6860,473
892,1025,150
1095,1237,357
8883,9028,126
2846,2999,98
5591,5820,439
6799,6980,70
517,708,313
4805,4989,102
4008,4153,248
69,209,301
5424,5560,160
3703,3840,455
9982,170,303
7653,7797,439
3920,4046,178
9022,9138,248
3961,4073,198
8943,9053,161
3231,3391,8
8389,8505,127
3269,3388,495
7940,8040,153
2776,2909,25
1518,1672,279
6901,7017,115
2124,2251,360
7078,7191,294
4209,4313,416
5358,5484,82
234,357,475
5127,5243,359
7319,7446,59
2850,2970,65
9219,9379,478
3349,3476,86
5889,6054,161
239,344,433
4315,4462,63
8873,9011,93
5450,5561,158
9845,9966,59
2808,2943,39
7412,7595,208
399,533,143
3739,3881,469
5105,5228,325
6197,6334,424
6756,6900,2
7138,7304,400
7413,7573,155
2314,2470,66
3529,3658,242
3840,3993,100
3250,3348,449
3587,3669,266
2273,2389,492
3149,3306,409
4229,4351,448
3054,3184,262
3133,3274,353
3198,3307,389
2334,2489,108
3458,3566,174
3562,3672,258
3720,3830,429
4396,4519,114
9627,9778,372
337,441,50
3290,3409,498
7042,7164,262
8503,8629,242
6187,6383,497
5457,5646,236
6336,6456,57
7570,7719,324
4478,4589,175
6334,6490,77
6300,6451,48
573,702,313
1434,1564,171
1206,1328,406
1366,1478,80
8974,9115,210
7842,7964,73
3092,3237,330
7725,7839,435
2012,2134,222
3029,3157,240
7974,8092,177
2661,2780,374
6822,6940,27
950,1059,152
5612,5733,323
45,165,264
4239,4375,472
8453,8577,171
4987,5120,214
9492,9603,183
