4563,7379,8
153,2590,3
1283,3188,6
8429,8922,3
639,1165,3
2123,2571,4
6901,7348,2
8669,9131,2
3005,3483,7
3749,4124,2
5261,5614,7
7958,8465,6
8756,9189,1
1815,2227,4
3830,4248,1
1201,1615,1
9604,9976,2
4257,4849,2
793,1302,5
6756,7084,3
3162,3528,5
1422,1818,2
7675,8162,8
4354,4824,4
3575,4190,8
8944,9423,10
1580,2011,6
8562,9042,6
6301,6810,9
5950,6512,7
5330,5776,2
3484,3847,1
8881,9426,1
5148,5530,10
9704,157,4
5708,6258,7
1606,2060,3
7499,8043,5
8895,9346,9
4755,5274,10
5394,5887,8
6623,7040,2
5260,6899,6
7894,8463,1
838,1340,8
2655,3228,7
5208,5784,5
8995,9454,2
9099,9562,1
2033,2510,3
4443,4872,4
8108,8686,4
2765,3282,5
8710,9163,2
4248,4732,3
6232,6694,10
3616,3986,1
7874,8322,10
3813,4231,5
7996,9367,10
2050,2544,3
5235,5581,8
9278,9667,8
4577,4928,7
1552,2066,4
3163,3571,5
2760,3231,5
5045,5452,10
6230,6778,2
4914,5366,2
6688,7045,7
5692,6139,3
8069,8588,10
9165,9725,1
123,630,5
7531,7984,9
8247,8704,8
8922,9396,2
8157,8574,2
8083,8516,1
7060,7569,2
8305,8797,9
5785,6152,7
4717,5047,3
3218,3665,7
4260,4888,3
7618,7992,7
6756,7173,8
4083,4388,5
2379,2775,2
1624,1988,3
662,1009,4
9448,9798,6
8952,9400,4
1218,1604,10
9499,9908,6
6729,7095,9
3410,3708,6
1659,2024,2
8746,8933,6
5799,5952,2
9517,9702,3
5875,6070,8
4000,4184,7
9708,9907,4
6302,6457,9
5928,6067,10
6135,6282,1
3,174,2
8560,8748,9
402,523,9
1532,1729,9
2951,3163,4
3316,3502,1
5595,5780,10
7826,7982,1
6041,6203,7
5507,5678,2
4458,4618,4
5047,5177,5
461,645,7
170,327,6
6410,6527,9
3062,3206,5
8640,8766,4
5630,5786,1
1601,1778,2
8167,8324,3
9143,9361,10
9393,9531,3
57,221,8
9474,9601,4
4817,4950,4
4414,4595,5
2692,2876,8
9281,9416,4
6049,6228,2
3408,3535,6
2417,2537,7
8502,8638,9
5488,5644,7
2303,2444,8
9576,9735,10
8209,8375,4
4733,4885,8
771,934,4
7711,7861,9
7481,7604,3
1687,1844,1
8398,8570,2
6605,6727,4
2170,2326,10
7492,7627,7
2129,2254,9
6308,6458,3
1336,1535,4
5515,5686,3
1657,1764,7
7800,7893,4
2563,2655,7
6155,6245,10
2336,2418,8
6716,6798,1
1000,1072,3
5200,5281,4
9456,9527,10
3871,3950,5
7853,7926,9
2001,2084,9
6109,6181,4
463,533,3
384,493,1
6165,6278,1
435,570,5
1826,1953,5
7953,8080,10
2649,2792,1
7848,7999,9
2530,2647,10
8199,8336,10
1732,1919,9
1434,1565,10
7623,7811,4
3444,3588,3
8323,8426,6
2247,2371,7
4869,5012,9
8279,8409,7
2981,3133,8
5920,6069,2
9567,9719,4
3782,3907,3
8755,8906,1
1799,1942,10
4343,4533,5
8196,8369,8
1855,1988,2
4298,4426,10
1123,1310,4
5060,5224,5
8566,8706,8
9933,73,1
4231,4392,9
5086,5265,1
8209,8380,4
4789,4964,2
1284,1512,6
9834,4,7
9506,9690,8
161,315,5
7827,7996,10
1190,1341,7
365,532,4
2530,2715,5
9878,39,7
8562,8669,1
6068,6207,2
4032,4176,6
1872,2006,10
8170,8285,5
4526,4672,6
2460,2600,1
9480,9648,5
5475,5633,7
4891,5098,1
5051,5164,7
2240,2378,10
9883,19,2
6220,6336,6
2342,2495,4
37,228,5
4437,4622,9
4110,4238,7
3149,3354,3
2599,2754,2
9595,9767,6
6685,6926,3
729,901,4
8128,8267,1
7416,7625,6
996,1231,10
5384,5580,9
8542,8702,5
7792,7946,2
7467,7652,10
4835,4991,3
5414,5604,4
4679,4879,10
4412,4540,4
5792,5925,2
4476,4591,4
2860,2979,4
4880,5059,4
3203,3323,9
418,528,1
6181,6324,9
390,553,2
3778,3909,1
2139,2256,1
9151,9269,3
5997,6138,2
2628,2764,10
2651,2806,1
1100,1231,4
7187,7334,9
3579,3704,3
1829,1949,6
6854,6978,3
7922,8067,8
2494,2626,9
7387,7514,1
3617,3761,3
9234,9357,5
6695,6828,10
1842,1994,2
7783,7916,2
3755,3895,3
9231,9370,7
5565,5717,6
1898,2037,6
8416,8543,6
4601,4737,10
9907,36,10
1931,2073,9
8881,9007,2
8616,8737,5
5470,5616,8
648,810,8
9534,9686,2
8263,8432,5
5187,5345,10
5559,5677,3
4078,4193,8
1977,2110,7
9785,9886,6
7026,7150,6
5629,5755,5
2587,2713,4
3733,3844,5
434,632,4
9101,9256,4
6368,6475,8
5160,5273,6
519,627,6
6112,6241,4
2452,2623,2
8082,8217,2
3845,3988,7
7642,7845,3
4117,4232,1
9699,9833,3
4956,5106,7
8720,8879,4
4675,4843,5
9918,47,7
5287,5393,10
1475,1669,10
7091,7194,3
2178,2305,1
1976,2109,6
7527,7682,8
2479,2630,7
8275,8379,2
3471,3582,6
8104,8210,10
3117,3213,7
7784,7877,3
2535,2634,8
7520,7630,5
2896,2990,5
8269,8364,5
4056,4156,2
206,317,6
6043,6155,2
1711,1798,7
5166,5285,5
531,659,4
8533,8680,6
4300,4447,2
9899,18,7
5067,5181,2
1071,1188,6
7143,7236,6
1749,1903,8
6512,6611,9
1421,1515,2
7594,7711,3
3412,3520,2
8501,8616,7
3442,3570,1
8257,8379,9
3638,3760,2
8728,8861,6
3989,4135,7
9022,9159,6
6858,6955,8
2129,2238,4
5764,5872,5
441,552,5
3797,3899,1
8152,8260,4
2539,2629,5
6858,6959,3
3513,3638,7
8579,8673,6
5094,5181,8
950,1030,10
7296,7414,7
6810,6932,10
2748,2858,7
7696,7808,3
4474,4624,1
120,268,10
6775,6904,10
1637,1748,4
6650,6768,1
1446,1580,6
6152,6295,1
796,901,4
5373,5477,1
1704,1842,9
6182,6327,3
793,905,1
5242,5389,7
1633,1779,10
7007,7107,2
1548,1689,1
6019,6170,2
9436,9583,8
1919,2053,3
8695,8833,10
3541,3698,5
6782,6916,8
3171,3266,2
7583,7679,2
2038,2150,10
5563,5697,4
17,130,1
4629,4738,10
61,163,3
4422,4556,3
7708,7824,1
9004,9132,7
3909,4019,1
8396,8520,6
4380,4521,7
7964,8084,9
2343,2480,4
7949,8073,2
566,667,4
3529,3620,2
8285,8385,4
2468,2602,3
5719,5856,5
9864,5,9
4380,4532,9
8989,9130,5
3501,3649,3
7677,7830,8
9824,9976,2
6148,6288,10
9133,9243,1
2993,3104,3
8240,8382,3
3770,3880,10
9234,9358,2
2384,2484,2
5760,5855,8
9220,9365,5
2569,2712,8
5563,5737,5
8012,8123,5
4469,4590,4
972,1130,9
6230,6364,3
9056,9187,4
5535,5882,9
6816,7026,7
2143,2270,2
5753,5841,2
8805,8896,5
1650,3369,5
9605,9754,2
2941,3053,7
5647,5788,1
8361,8496,2
276,415,9
5824,5994,3
8827,8945,9
1539,1646,2
4537,4630,6
2538,2664,2
5703,5781,3
8275,8366,3
799,906,1
3286,3366,8
5714,5814,10
9341,9440,3
2390,2491,4
4684,4796,9
7064,7175,1
9423,9520,2
697,796,1
2699,2779,4
4980,5085,8
7217,7322,6
9608,9699,10
2036,2121,5
8627,8732,7
1583,1670,5
4532,4648,5
7458,7563,1
9872,9986,10
2260,2355,7
4475,4577,7
6495,6647,7
9608,9705,10
1545,1640,8
3565,3656,3
5506,5594,10
7825,7907,4
9819,9929,2
1643,1738,3
7790,7919,1
1956,2118,1
4022,4126,6
9173,9272,9
1446,1603,4
3123,3202,6
4623,4716,10
6998,7117,4
9712,9872,1
2274,2407,3
4538,4633,5
6936,7053,10
927,1068,1
6350,6470,6
1134,1321,2
4674,4776,9
7435,7566,8
4956,5085,6
7450,7548,9
9153,9253,10
2849,2958,4
6800,6935,7
9568,9668,4
2231,2351,7
4803,4941,10
6343,6430,1
8985,9130,3
297,386,6
2984,3111,3
9482,9602,1
4512,4624,4
6887,6990,6
9072,9171,4
1374,1490,1
3837,3948,8
6338,6437,1
8870,8974,1
1144,1252,10
7220,7326,5
9946,46,3
2649,2748,4
4198,4296,9
6398,6508,3
9038,9120,2
4317,4490,2
6842,6937,2
9727,9824,3
1924,2026,1
4265,4367,6
6853,6948,4
1538,1652,7
5200,5294,8
7136,7234,7
9042,9185,8
539,688,3
3045,3144,1
8901,9052,4
1246,1395,9
3470,3628,1
5320,5425,9
7372,7535,3
9167,9275,9
1093,5774,2
9085,9222,4
1636,1804,7
3723,3843,3
5833,5947,5
7684,7821,9
9670,9813,1
1580,1717,6
2645,2793,7
4345,4480,6
6160,6296,7
7621,7767,2
1598,1728,7
3289,3421,3
4792,4932,5
6302,6440,8
7640,7797,1
9535,9686,6
705,861,2
7579,7678,2
566,657,10
3040,3142,8
5275,5383,5
7244,7356,6
9194,9299,10
1637,1753,1
3269,3374,7
5152,5255,1
7266,7353,10
2169,2284,7
6223,6327,9
8598,8729,8
871,1032,3
4669,4788,7
7503,7624,10
420,515,7
2966,3059,6
4970,5081,7
6724,6836,7
576,690,5
2060,2160,6
2269,2350,4
5916,6057,1
500,609,5
3116,3218,10
4935,5045,5
5787,5888,7
9849,9936,8
1486,1573,5
