6999,632,817
7631,997,111
7704,298,249
2650,4881,368
1772,3411,631
5022,6465,111
4327,5814,303
7042,8288,45
2120,3593,803
4704,5863,438
2411,3533,889
5323,6613,298
1624,2741,823
4368,5478,862
3656,4757,149
4360,5429,743
8170,240,808
3859,5899,532
3001,4242,746
2198,3375,693
3289,5020,551
6885,8330,287
3675,5302,138
6113,7435,256
5259,7044,677
3002,4211,876
4609,6179,32
5103,6715,613
7391,8806,699
7619,377,380
1530,2943,180
4302,5496,173
8843,1297,299
7093,8422,418
3702,4728,265
1349,2675,867
669,2120,279
2708,4137,614
8917,1225,302
3672,4935,483
2796,4372,792
472,2039,222
4687,938,348
3633,5028,569
5494,6928,672
1287,3255,539
3847,5306,840
7384,8732,695
176,1544,776
6279,7507,350
7025,8274,842
1081,2673,842
1498,3379,678
8454,724,742
3260,4900,433
8120,811,863
125,1560,57
196,1913,128
3150,4691,48
8160,4776,422
3455,4701,276
1884,3110,551
8199,644,732
2079,3527,817
5432,7132,871
5915,7391,148
3459,4655,834
2058,3488,679
6841,8240,183
5041,6286,847
5291,6560,318
5177,6524,399
2,1492,633
7228,105,224
2026,3706,18
6670,8256,185
6118,7980,797
1277,3347,614
7816,400,355
6427,8073,56
6608,8307,210
1193,2562,728
6613,8314,322
8077,327,373
6883,8001,731
5366,7083,790
4701,5858,333
4001,5199,735
1726,2894,187
1112,2412,464
1917,2785,844
1511,2339,381
1974,3122,223
4502,6152,769
840,2078,220
5965,7089,759
7562,8619,82
2141,2570,208
3845,4305,144
7422,7824,897
2182,2531,112
8733,254,568
763,1130,543
6160,6552,535
6989,7350,474
7841,8344,605
4949,5408,356
7591,7898,190
2009,2533,208
7533,7896,191
8749,29,296
1758,2016,495
2076,2451,35
4567,5130,5
3201,3569,240
868,1193,627
6884,7273,343
6611,6873,876
5988,6311,312
3500,3860,538
7203,7595,699
6282,6700,647
7211,7605,632
701,1081,500
6280,6654,631
4404,4771,556
5683,5997,871
3804,4147,829
6036,6394,384
6927,7255,357
4540,4892,111
7377,7670,757
4371,4656,416
7926,8268,391
390,723,38
1449,1935,360
3513,3905,582
3033,3287,887
2218,2592,137
8117,8461,600
5017,5398,242
5662,5960,825
1749,2595,224
1218,1516,899
5522,5805,658
2110,2374,829
7774,8073,218
8679,8960,204
291,529,788
3038,3270,818
4946,5129,851
7086,7278,297
5846,6060,899
4609,4941,636
1531,1714,124
2316,2519,42
4029,4279,899
2953,3173,675
6052,6306,171
6892,7152,228
8005,8251,389
7244,7468,521
7484,7696,697
2629,2763,242
339,496,671
4459,4721,411
8080,8358,459
6750,6972,870
6813,6993,894
5888,6106,35
5248,5497,298
720,1067,372
4689,4944,631
5167,5506,337
5320,5616,430
5767,6018,815
4156,4412,79
2146,2372,744
3664,3930,516
761,984,300
103,360,605
7541,7786,792
6219,6392,264
195,379,591
2679,2900,392
2014,2275,668
253,469,707
7955,8151,304
1641,1792,190
8471,8611,647
1992,2120,439
7075,7178,99
3967,4102,623
417,583,699
5972,6116,874
6580,6855,754
6720,7031,20
1073,1321,607
3569,3791,410
4013,4251,854
6924,7182,173
7339,7560,558
470,733,36
7867,8097,178
1315,1562,858
1716,1989,386
7378,7618,566
8499,8652,722
5002,5166,812
2807,2956,404
7932,8095,168
7990,8208,274
5029,5214,876
2241,2404,777
8209,8376,412
2864,3014,475
5774,5979,756
2315,2460,848
6142,6303,203
12,191,352
3050,3204,670
8825,81,281
3935,4084,658
15,188,358
6827,7006,889
4097,4307,894
6499,6743,596
3709,3927,474
887,1107,355
7199,7398,345
1577,1767,98
8923,197,352
2797,2968,436
4982,5158,835
713,879,183
3803,3983,578
6022,6299,156
327,471,653
371,611,811
4905,5153,853
8174,8418,538
237,455,592
1043,1401,676
8194,8386,404
2175,2469,836
688,921,198
1090,1298,570
1305,1687,92
275,499,650
7025,7219,165
1512,1709,73
8664,8826,4
6757,6926,803
1218,1435,721
4942,5165,811
5019,5219,881
4341,4538,198
943,1144,405
1889,2145,525
844,1042,326
7233,7430,388
4025,4245,819
1175,1365,627
2608,2849,312
574,792,75
7234,7423,397
4397,4565,245
2815,2998,465
7364,7600,582
4127,4330,11
8638,8826,876
7857,8066,113
5137,5343,109
3058,3236,696
5068,5284,52
303,479,626
3366,3587,129
810,994,243
7015,7196,133
4168,4373,63
280,449,604
4531,4669,329
8474,8628,700
3910,4038,603
8155,8320,400
3383,3522,76
8178,8332,385
8641,8830,880
2156,2287,620
358,455,596
1639,1755,93
822,931,151
8194,8301,320
6404,6500,337
5136,5246,876
3753,3856,364
2280,2379,687
3958,4071,560
3031,3131,534
1791,1890,195
563,662,773
743,897,113
493,591,711
8893,8993,100
6069,6188,36
6171,6288,110
5181,5287,12
6746,6861,687
4404,4526,133
3322,3430,863
1825,1939,259
524,636,763
8202,8317,360
6627,6745,589
6160,6283,101
3285,3389,812
8571,8691,697
5784,5901,609
2634,2768,175
8210,8341,348
6347,6477,284
2708,2833,239
8054,8171,181
4103,4203,727
4927,5039,648
1790,1904,231
6813,6909,716
3565,3658,165
8926,20,129
5212,5325,50
1843,1953,248
7796,7890,798
5059,5167,755
1228,1338,563
6664,6774,598
2993,3101,522
8313,8410,434
4610,4703,324
1042,1136,361
8480,8584,594
5162,5273,896
4005,4108,617
2055,2162,469
8629,8741,748
5157,5253,864
1487,1579,791
6927,7022,828
3055,3149,569
8008,8116,119
3899,3996,499
32,124,232
6763,6904,716
3534,3647,138
64,171,262
5695,5809,498
2075,2176,466
7256,7367,257
3407,3523,15
8942,50,166
7644,7752,662
3860,3968,465
988,1118,318
6635,6741,536
3277,3369,767
8438,8550,549
6245,6367,182
3554,3668,163
6574,6712,513
5636,5797,509
6656,6831,684
8144,8340,395
3004,3209,687
2733,2959,414
409,543,636
5528,5645,339
2591,2712,110
983,1109,308
6322,6428,222
2976,3117,516
7633,7738,633
3416,3525,23
8518,8648,646
5494,5635,333
1500,1614,811
7258,7387,347
3502,3614,113
8273,8382,379
4263,4371,869
225,344,442
4880,5023,621
1447,1593,792
6368,6479,278
1988,2096,396
8613,8721,720
4398,4532,128
325,450,545
6038,6168,864
1850,1983,278
6842,6967,763
3723,3849,348
8214,8334,329
7740,7855,734
1074,1184,367
3843,3944,428
6664,6757,540
1418,1523,705
3501,3608,91
5956,6074,755
8899,2,85
2661,2751,134
8381,8499,480
625,744,825
3326,3422,804
6141,6233,18
237,333,424
2893,2978,357
291,389,468
1412,1510,693
4974,5075,654
7519,7605,485
8415,8501,479
1560,1648,830
4204,4289,770
7117,7204,82
951,1038,213
3937,4019,495
6378,6463,244
8487,8571,549
2418,2503,780
4668,4751,329
7658,7743,622
1172,1256,439
5811,5906,585
8038,8127,104
1706,1805,69
5720,5819,502
1966,2145,477
6837,6961,745
928,1034,218
3525,3632,116
6569,6663,446
654,752,836
3012,3119,504
5729,5816,492
8194,8288,264
1802,1901,185
4615,4705,284
7873,7957,849
1807,1893,172
4423,4504,80
7309,7416,301
1090,1179,359
5050,5147,725
7284,7367,248
335,424,507
2874,2962,343
3160,3310,693
5627,5717,401
8170,8289,272
1694,1795,77
4490,4578,159
7017,7108,892
465,553,634
1730,1817,100
4744,4836,417
7434,7535,414
1172,1263,447
1243,1364,558
4699,4806,388
8667,8768,762
1841,1933,214
4635,4727,312
6992,7098,883
8760,8851,831
1637,1732,14
4584,4676,259
6490,6597,379
302,419,503
2224,2326,607
5140,5236,820
7725,7821,702
617,733,812
3054,3168,548
4414,4597,222
395,514,607
2483,2572,853
6025,6116,808
8764,8855,836
761,850,31
2620,2712,93
5718,5823,501
8556,8643,622
1579,1674,856
3991,4083,564
6502,6593,372
270,358,441
1717,1873,166
4357,4455,37
6826,6930,713
269,364,445
5848,6144,861
432,553,644
3242,3343,720
4469,4559,149
5832,5950,642
8099,8213,204
1283,1386,563
2957,3036,413
4816,4896,470
5607,5686,360
6836,6986,781
4139,4242,723
8774,8904,16
8164,8332,356
5700,5876,596
4755,4867,469
2566,2701,116
7210,7335,241
2945,3053,466
8663,8768,750
5218,5316,900
5239,5344,34
2080,2198,508
7443,7568,483
3869,3986,491
720,837,44
6123,6233,27
3392,3493,874
4923,5011,587
5203,5284,863
6371,6451,226
8996,82,160
2872,2960,341
3419,3509,884
6106,6238,62
3859,3949,430
4088,4167,642
6828,6919,701
3074,3171,548
3457,3539,15
3270,3377,758
3484,3574,49
4419,4502,78
6003,6095,774
7021,7115,892
8183,8274,248
487,586,661
1709,1788,66
3051,3142,516
4276,4359,834
330,426,501
1452,1542,719
7987,8107,89
8334,8423,400
580,666,742
3480,3578,52
3746,3838,315
4503,4594,171
6108,6189,865
8625,8710,686
3010,3095,477
5187,5268,845
6943,7022,799
8366,8443,419
3204,3295,676
4504,4588,167
5925,6006,683
7343,7441,316
8499,8597,573
8113,8195,170
266,348,426
1758,1837,118
3796,3893,369
3702,3793,269
4984,5083,659
6203,6282,60
6959,7044,823
6532,6611,387
6056,6136,810
8570,8683,671
3395,3543,66
821,910,90
5111,5202,782
8399,8516,514
3775,3864,341
1725,1822,103
5506,5612,294
8650,8766,759
3450,3575,88
6830,6954,739
8449,8637,624
3251,3380,820
7903,8001,891
2699,2814,209
7730,7852,747
4451,4600,189
1534,1691,888
3117,3210,590
4612,4711,290
7672,7779,659
8124,8211,191
316,394,473
8909,8999,80
909,992,167
586,666,743
1555,1640,815
2434,2517,790
5021,5104,679
5367,5469,150
6095,6173,852
5520,5599,280
6270,6349,131
5705,5789,470
6362,6441,224
8457,8563,545
8031,8122,102
176,268,349
8388,8466,448
171,254,336
8384,8462,445
8918,2,87
8203,8281,261
8851,8934,11
8383,8465,440
5312,5492,209
934,1058,247
2355,2433,710
1512,1593,774
3788,3869,351
3166,3246,624
2303,2387,665
3255,3348,723
2040,2120,395
732,812,888
4,86,165
1727,1817,98
939,1019,195
184,263,338
607,685,768
490,574,663
1169,1250,440
